memory_ratio,pc_size,compress_ratio,miss_cost,load_dist,total_latency
0.1,0.035,0.3,100,0,599286361.0
0.1,0.04,0.3,100,0,595453990.0
0.1,0.045,0.3,100,0,590922429.0
0.1,0.05,0.3,100,0,586188048.0
0.1,0.055,0.3,100,0,581833944.0
0.1,0.06,0.3,100,0,577743099.0
0.1,0.065,0.3,100,0,574100750.0
0.1,0.07,0.3,100,0,571875186.0
0.1,0.075,0.3,100,0,571122484.0
0.1,0.08,0.3,100,0,571959156.0
0.1,0.085,0.3,100,0,573838109.0
0.1,0.09,0.3,100,0,576554341.0
0.1,0.095,0.3,100,0,580199643.0
0.1,0.1,0.3,100,0,583660606.0
0.1,0.0,0.35,10,0,431694471.0
0.1,0.005,0.35,10,0,269360909.0
0.1,0.01,0.35,10,0,270037304.0
0.1,0.015,0.35,10,0,269614915.0
0.1,0.02,0.35,10,0,268221161.0
0.1,0.025,0.35,10,0,265693252.0
0.1,0.03,0.35,10,0,262129165.0
0.1,0.035,0.35,10,0,257723213.0
0.1,0.04,0.35,10,0,249743527.0
0.1,0.045,0.35,10,0,240832992.0
0.1,0.05,0.35,10,0,231369723.0
0.1,0.055,0.35,10,0,221632485.0
0.1,0.06,0.35,10,0,211734465.0
0.1,0.065,0.35,10,0,201647771.0
0.1,0.07,0.35,10,0,191630379.0
0.1,0.075,0.35,10,0,182180781.0
0.1,0.08,0.35,10,0,174012103.0
0.1,0.085,0.35,10,0,166674891.0
0.1,0.09,0.35,10,0,160504424.0
0.1,0.095,0.35,10,0,155242459.0
0.1,0.1,0.35,10,0,146980423.0
0.1,0.0,0.35,50,0,570661671.0
0.1,0.005,0.35,50,0,409570441.0
0.1,0.01,0.35,50,0,413176761.0
0.1,0.015,0.35,50,0,415715116.0
0.1,0.02,0.35,50,0,417272631.0
0.1,0.025,0.35,50,0,417722721.0
0.1,0.03,0.35,50,0,417144562.0
0.1,0.035,0.35,50,0,415757709.0
0.1,0.04,0.35,50,0,410877547.0
0.1,0.045,0.35,50,0,405082490.0
0.1,0.05,0.35,50,0,398744259.0
0.1,0.055,0.35,50,0,392149857.0
0.1,0.06,0.35,50,0,385427921.0
0.1,0.065,0.35,50,0,378523773.0
0.1,0.07,0.35,50,0,371728489.0
0.1,0.075,0.35,50,0,365525382.0
0.1,0.08,0.35,50,0,360613621.0
0.1,0.085,0.35,50,0,356467946.0
0.1,0.09,0.35,50,0,353536480.0
0.1,0.095,0.35,50,0,351565738.0
0.1,0.1,0.35,50,0,346631517.0
0.1,0.0,0.35,100,0,744370671.0
0.1,0.005,0.35,100,0,586822855.0
0.1,0.01,0.35,100,0,593997343.0
0.1,0.015,0.35,100,0,600155882.0
0.1,0.02,0.35,100,0,605316934.0
0.1,0.025,0.35,100,0,609422465.0
0.1,0.03,0.35,100,0,612500823.0
0.1,0.035,0.35,100,0,614826087.0
0.1,0.04,0.35,100,0,613733963.0
0.1,0.045,0.35,100,0,611729679.0
0.1,0.05,0.35,100,0,609208296.0
0.1,0.055,0.35,100,0,606437061.0
0.1,0.06,0.35,100,0,603602492.0
0.1,0.065,0.35,100,0,600579586.0
0.1,0.07,0.35,100,0,597709872.0
0.1,0.075,0.35,100,0,595481885.0
0.1,0.08,0.35,100,0,594550110.0
0.1,0.085,0.35,100,0,594327665.0
0.1,0.09,0.35,100,0,595373542.0
0.1,0.095,0.35,100,0,597469402.0
0.1,0.1,0.35,100,0,596620270.0
0.1,0.0,0.4,10,0,432807419.0
0.1,0.005,0.4,10,0,272454353.0
0.1,0.01,0.4,10,0,273956706.0
0.1,0.015,0.4,10,0,274694797.0
0.1,0.02,0.4,10,0,274556058.0
0.1,0.025,0.4,10,0,273544844.0
0.1,0.03,0.4,10,0,271736650.0
0.1,0.035,0.4,10,0,269074645.0
0.1,0.04,0.4,10,0,263625828.0
0.1,0.045,0.4,10,0,256730091.0
0.1,0.05,0.4,10,0,249019653.0
0.1,0.055,0.4,10,0,240757160.0
0.1,0.06,0.4,10,0,232380669.0
0.1,0.065,0.4,10,0,223870917.0
0.1,0.07,0.4,10,0,214529361.0
0.1,0.075,0.4,10,0,205476593.0
0.1,0.08,0.4,10,0,196810292.0
0.1,0.085,0.4,10,0,188738078.0
0.1,0.09,0.4,10,0,181292195.0
0.1,0.095,0.4,10,0,174762793.0
0.1,0.1,0.4,10,0,161735718.0
0.1,0.0,0.4,50,0,571774619.0
0.1,0.005,0.4,50,0,411507956.0
0.1,0.01,0.4,50,0,415989626.0
0.1,0.015,0.4,50,0,419738739.0
0.1,0.02,0.4,50,0,422595639.0
0.1,0.025,0.4,50,0,424603362.0
0.1,0.03,0.4,50,0,425827719.0
0.1,0.035,0.4,50,0,426233370.0
0.1,0.04,0.4,50,0,423940461.0
0.1,0.045,0.4,50,0,420204054.0
0.1,0.05,0.4,50,0,415659701.0
0.1,0.055,0.4,50,0,410591509.0
0.1,0.06,0.4,50,0,405434517.0
0.1,0.065,0.4,50,0,400122767.0
0.1,0.07,0.4,50,0,394032512.0
0.1,0.075,0.4,50,0,388271171.0
0.1,0.08,0.4,50,0,382872804.0
0.1,0.085,0.4,50,0,378030369.0
0.1,0.09,0.4,50,0,373844780.0
0.1,0.095,0.4,50,0,370651915.0
0.1,0.1,0.4,50,0,361013985.0
0.1,0.0,0.4,100,0,745483619.0
0.1,0.005,0.4,100,0,588748737.0
0.1,0.01,0.4,100,0,596797026.0
0.1,0.015,0.4,100,0,604164503.0
0.1,0.02,0.4,100,0,610619620.0
0.1,0.025,0.4,100,0,616279404.0
0.1,0.03,0.4,100,0,621160193.0
0.1,0.035,0.4,100,0,625276562.0
0.1,0.04,0.4,100,0,626770856.0
0.1,0.045,0.4,100,0,626825737.0
0.1,0.05,0.4,100,0,626092567.0
0.1,0.055,0.4,100,0,624851036.0
0.1,0.06,0.4,100,0,623582586.0
0.1,0.065,0.4,100,0,622153222.0
0.1,0.07,0.4,100,0,619984790.0
0.1,0.075,0.4,100,0,618201247.0
0.1,0.08,0.4,100,0,616781835.0
0.1,0.085,0.4,100,0,615865610.0
0.1,0.09,0.4,100,0,615657868.0
0.1,0.095,0.4,100,0,616535277.0
0.1,0.1,0.4,100,0,610988912.0
0.1,0.0,0.45,10,0,433908863.0
0.1,0.005,0.45,10,0,275651091.0
0.1,0.01,0.45,10,0,277835867.0
0.1,0.015,0.45,10,0,279412299.0
0.1,0.02,0.45,10,0,280362034.0
0.1,0.025,0.45,10,0,280501158.0
0.1,0.03,0.45,10,0,279907180.0
0.1,0.035,0.45,10,0,278720775.0
0.1,0.04,0.45,10,0,275529554.0
0.1,0.045,0.45,10,0,270017841.0
0.1,0.05,0.45,10,0,263745243.0
0.1,0.055,0.45,10,0,257055250.0
0.1,0.06,0.45,10,0,249957289.0
0.1,0.065,0.45,10,0,242535416.0
0.1,0.07,0.45,10,0,234666979.0
0.1,0.075,0.45,10,0,226096616.0
0.1,0.08,0.45,10,0,217818214.0
0.1,0.085,0.45,10,0,209660940.0
0.1,0.09,0.45,10,0,201866764.0
0.1,0.095,0.45,10,0,194797278.0
0.1,0.1,0.45,10,0,179194444.0
0.1,0.0,0.45,50,0,572876063.0
0.1,0.005,0.45,50,0,413334643.0
0.1,0.01,0.45,50,0,418519467.0
0.1,0.015,0.45,50,0,423140998.0
0.1,0.02,0.45,50,0,427114697.0
0.1,0.025,0.45,50,0,430321738.0
0.1,0.03,0.45,50,0,432801795.0
0.1,0.035,0.45,50,0,434738975.0
0.1,0.04,0.45,50,0,434762905.0
0.1,0.045,0.45,50,0,432449947.0
0.1,0.05,0.45,50,0,429396935.0
0.1,0.055,0.45,50,0,425941875.0
0.1,0.06,0.45,50,0,422119661.0
0.1,0.065,0.45,50,0,417954059.0
0.1,0.07,0.45,50,0,413359316.0
0.1,0.075,0.45,50,0,408114846.0
0.1,0.08,0.45,50,0,403144208.0
0.1,0.085,0.45,50,0,398259727.0
0.1,0.09,0.45,50,0,393752640.0
0.1,0.095,0.45,50,0,390046124.0
0.1,0.1,0.45,50,0,377909849.0
0.1,0.0,0.45,100,0,746585063.0
0.1,0.005,0.45,100,0,590554600.0
0.1,0.01,0.45,100,0,599301355.0
0.1,0.015,0.45,100,0,607535751.0
0.1,0.02,0.45,100,0,615107129.0
0.1,0.025,0.45,100,0,621966311.0
0.1,0.03,0.45,100,0,628100015.0
0.1,0.035,0.45,100,0,633750835.0
0.1,0.04,0.45,100,0,637559290.0
0.1,0.045,0.45,100,0,639036851.0
0.1,0.05,0.45,100,0,639798330.0
0.1,0.055,0.45,100,0,640165748.0
0.1,0.06,0.45,100,0,640233425.0
0.1,0.065,0.45,100,0,639952802.0
0.1,0.07,0.45,100,0,639282737.0
0.1,0.075,0.45,100,0,638009138.0
0.1,0.08,0.45,100,0,637020126.0
0.1,0.085,0.45,100,0,636063166.0
0.1,0.09,0.45,100,0,635535797.0
0.1,0.095,0.45,100,0,635901589.0
0.1,0.1,0.45,100,0,627863476.0
0.1,0.0,0.5,10,0,434997481.0
0.1,0.005,0.5,10,0,278628394.0
0.1,0.01,0.5,10,0,281350292.0
0.1,0.015,0.5,10,0,283676082.0
0.1,0.02,0.5,10,0,285398109.0
0.1,0.025,0.5,10,0,286518505.0
0.1,0.03,0.5,10,0,287074790.0
0.1,0.035,0.5,10,0,287097201.0
0.1,0.04,0.5,10,0,285715119.0
0.1,0.045,0.5,10,0,281421683.0
0.1,0.05,0.5,10,0,276395085.0
0.1,0.055,0.5,10,0,270849799.0
0.1,0.06,0.5,10,0,264935433.0
0.1,0.065,0.5,10,0,258725218.0
0.1,0.07,0.5,10,0,252142155.0
0.1,0.075,0.5,10,0,244545226.0
0.1,0.08,0.5,10,0,236717715.0
0.1,0.085,0.5,10,0,229129772.0
0.1,0.09,0.5,10,0,221604616.0
0.1,0.095,0.5,10,0,214337592.0
0.1,0.1,0.5,10,0,198302674.0
0.1,0.0,0.5,50,0,573964681.0
0.1,0.005,0.5,50,0,415112255.0
0.1,0.01,0.5,50,0,420834223.0
0.1,0.015,0.5,50,0,426209944.0
0.1,0.02,0.5,50,0,430951254.0
0.1,0.025,0.5,50,0,435152410.0
0.1,0.03,0.5,50,0,438795669.0
0.1,0.035,0.5,50,0,441953260.0
0.1,0.04,0.5,50,0,443788095.0
0.1,0.045,0.5,50,0,442758853.0
0.1,0.05,0.5,50,0,441008668.0
0.1,0.055,0.5,50,0,438724206.0
0.1,0.06,0.5,50,0,436131917.0
0.1,0.065,0.5,50,0,433217318.0
0.1,0.07,0.5,50,0,429946718.0
0.1,0.075,0.5,50,0,425719831.0
0.1,0.08,0.5,50,0,421246717.0
0.1,0.085,0.5,50,0,416950919.0
0.1,0.09,0.5,50,0,412757859.0
0.1,0.095,0.5,50,0,408889151.0
0.1,0.1,0.5,50,0,396359865.0
0.1,0.0,0.5,100,0,747673681.0
0.1,0.005,0.5,100,0,592311598.0
0.1,0.01,0.5,100,0,601592460.0
0.1,0.015,0.5,100,0,610578657.0
0.1,0.02,0.5,100,0,618912310.0
0.1,0.025,0.5,100,0,626762191.0
0.1,0.03,0.5,100,0,634061452.0
0.1,0.035,0.5,100,0,640928541.0
0.1,0.04,0.5,100,0,646553777.0
0.1,0.045,0.5,100,0,649316212.0
0.1,0.05,0.5,100,0,651382972.0
0.1,0.055,0.5,100,0,652922468.0
0.1,0.06,0.5,100,0,654218004.0
0.1,0.065,0.5,100,0,655185937.0
0.1,0.07,0.5,100,0,655840564.0
0.1,0.075,0.5,100,0,655586722.0
0.1,0.08,0.5,100,0,655095622.0
0.1,0.085,0.5,100,0,654726678.0
0.1,0.09,0.5,100,0,654510396.0
0.1,0.095,0.5,100,0,654712142.0
0.1,0.1,0.5,100,0,646281402.0
0.1,0.0,0.55,10,0,436535112.0
0.1,0.005,0.55,10,0,281486549.0
0.1,0.01,0.55,10,0,284486918.0
0.1,0.015,0.55,10,0,287153685.0
0.1,0.02,0.55,10,0,289402246.0
0.1,0.025,0.55,10,0,291072603.0
0.1,0.03,0.55,10,0,292301989.0
0.1,0.035,0.55,10,0,293093348.0
0.1,0.04,0.55,10,0,293120224.0
0.1,0.045,0.55,10,0,289789367.0
0.1,0.05,0.55,10,0,285700216.0
0.1,0.055,0.55,10,0,281080010.0
0.1,0.06,0.55,10,0,276191237.0
0.1,0.065,0.55,10,0,270938866.0
0.1,0.07,0.55,10,0,265272833.0
0.1,0.075,0.55,10,0,258974098.0
0.1,0.08,0.55,10,0,251822243.0
0.1,0.085,0.55,10,0,244571094.0
0.1,0.09,0.55,10,0,237573857.0
0.1,0.095,0.55,10,0,230593765.0
0.1,0.1,0.55,10,0,216033242.0
0.1,0.0,0.55,50,0,575502312.0
0.1,0.005,0.55,50,0,416775559.0
0.1,0.01,0.55,50,0,422761333.0
0.1,0.015,0.55,50,0,428471763.0
0.1,0.02,0.55,50,0,433746979.0
0.1,0.025,0.55,50,0,438490071.0
0.1,0.03,0.55,50,0,442809832.0
0.1,0.035,0.55,50,0,446747189.0
0.1,0.04,0.55,50,0,449981691.0
0.1,0.045,0.55,50,0,449953526.0
0.1,0.05,0.55,50,0,449173239.0
0.1,0.055,0.55,50,0,447867572.0
0.1,0.06,0.55,50,0,446316815.0
0.1,0.065,0.55,50,0,444417454.0
0.1,0.07,0.55,50,0,442109646.0
0.1,0.075,0.55,50,0,439206816.0
0.1,0.08,0.55,50,0,435439466.0
0.1,0.085,0.55,50,0,431531254.0
0.1,0.09,0.55,50,0,427914886.0
0.1,0.095,0.55,50,0,424355003.0
0.1,0.1,0.55,50,0,413356630.0
0.1,0.0,0.55,100,0,749211312.0
0.1,0.005,0.55,100,0,593932184.0
0.1,0.01,0.55,100,0,603471719.0
0.1,0.015,0.55,100,0,612795066.0
0.1,0.02,0.55,100,0,621658955.0
0.1,0.025,0.55,100,0,630051795.0
0.1,0.03,0.55,100,0,638022415.0
0.1,0.035,0.55,100,0,645670473.0
0.1,0.04,0.55,100,0,652691009.0
0.1,0.045,0.55,100,0,656458645.0
0.1,0.05,0.55,100,0,659504451.0
0.1,0.055,0.55,100,0,662030173.0
0.1,0.06,0.55,100,0,664364471.0
0.1,0.065,0.55,100,0,666351563.0
0.1,0.07,0.55,100,0,667966780.0
0.1,0.075,0.55,100,0,669035916.0
0.1,0.08,0.55,100,0,669246396.0
0.1,0.085,0.55,100,0,669260131.0
0.1,0.09,0.55,100,0,669626728.0
0.1,0.095,0.55,100,0,670134050.0
0.1,0.1,0.55,100,0,663230268.0
0.1,0.0,0.6,10,0,438092993.0
